,item_code,title,ori_price,dis_price,discount_percent,provider,num,main_category,sub_category,item_ranking
0,101481811,[상우산업]에칭 300 전신거울 / 벽걸이거울 / 무료배송,18900,18600,1,(주)루미나스거울나라,7079,가구/침구,가구,79
1,102001982,북유럽 암막커튼 중형 거실 창문 커텐 150X232 2장,39800,36620,7,(커텐클럽),7230,가구/침구,커튼/블라인드,30
2,103164270,[브라이튼]압도적 판매1위 브라이튼 이민가방 국산 여행용캐리어,66000,19900,69,브라이튼몰,1804,신발/잡화,여행가방,4
3,104914497,[박스바다]튼튼한 택배박스 자체생산/박스 포장박스 BOX,30000,30000,0,박스바다,6333,생활/주방/건강,문구/사무용품,33
4,106799777,면장갑100켤레/목장갑/반코팅/코팅/예식/작업용장갑,13900,12040,13,[장갑나라],6567,생활/주방/건강,공구설비/자재,67
5,106851199,[신세계상품권]신용카드/현대/롯데/신세계백화점상품권/10만원,94900,94900,0,상품권가게.,11462,e쿠폰/티켓,ALL,44
6,106851199,[신세계상품권]신용카드/현대/롯데/신세계백화점상품권/10만원,94900,94900,0,상품권가게.,11820,e쿠폰/티켓,상품권,2
7,106975368,간장꽃게장3.2kg(특)알배기/간장게장/반찬/여수,104800,99560,5,김영미게장,4577,식품,김치/반찬,77
8,107029865,[현대농산]서리태(속청) 2kg /2020년산,35000,24500,30,[현대농산],4261,식품,쌀/잡곡,61
9,107101155,간장꽃게장/양념꽃게장/돌게장/간장게장/반찬/여수,44800,44800,0,김영미게장,4526,식품,김치/반찬,26
10,107504681,3만원권/LGU+원터치/무료접속/양방향/국제전화카드,30000,30000,0,키위콜,11900,e쿠폰/티켓,상품권,82
11,108121559,[플라고]이민가방 실속형 3단 C-02,24200,22030,8,플라고,1863,신발/잡화,여행가방,63
12,108176425,[이고진]런닝머신 V2 아파트형 자동경사 층간진동흡수,676000,642200,5,코리아휘트니스,7665,스포츠/자동차,휘트니스/수영,49
13,109149636,[롯데상품권]신용카드/현대/롯데/신세계백화점상품권/5만원,47450,47450,0,상품권가게.,11832,e쿠폰/티켓,상품권,14
14,1100072078,무선공유기 전자파 차단 공유기 전자파 완벽 차단용품,37000,33670,9,오토정보통신,3855,유아동/출산,임부복/용품,55
15,1100099515,순둥이네화분/대형화분/시멘트/독일토분/마블/도자기,39800,39800,0,순둥이네화분,6248,생활/주방/건강,악기/취미/원예용품,48
16,1100179116,휠러 RWC-650  카본 프레임/휠 시마노 울테그라 22단,5500000,5170000,6,클릭바이크,8001,스포츠/자동차,자전거/보드/기타레저,85
17,1101010449,[팸퍼스]팸퍼스 베이비드라이 기저귀 파우더향 2~6단계,54900,52400,4,AKmall,2990,유아동/출산,기저귀,90
18,1101177736,[맥심]맥심 화이트골드 커피믹스 400T : 연아의 커피 ~,51200,46940,8,큐마트솔루션,4086,식품,ALL,86
19,1101177736,[맥심]맥심 화이트골드 커피믹스 400T : 연아의 커피 ~,51200,46940,8,큐마트솔루션,4614,식품,생수/커피/음료,14
20,1101182286,[맥심]맥심 모카골드 커피믹스 400T : 커피는 맥심 ~,53700,49230,8,큐마트솔루션,4625,식품,생수/커피/음료,25
21,1101663763,[아비노 베이비]더멕사 아토 크림 206g 2개,36400,21900,39,스마일배송,2838,유아동/출산,ALL,38
22,1101663763,[아비노 베이비]더멕사 아토 크림 206g 2개,36400,21900,39,스마일배송,3621,유아동/출산,출산/유아용품,21
23,1101690682,[로제타스톤](임직원 전용) 가장 강력한 영어 학습 솔루션 카탈리스트 2개월 학습권,460000,98600,78,로제타스톤코리아,11707,e쿠폰/티켓,온라인컨텐츠,89
24,1102138409,[뉴트로지나]뉴트로지나 릴랙싱 바디 로션 450ml 3개,45600,26900,41,스마일배송,2594,화장품/헤어,바디클렌져/바디로션,94
25,110348976,[철이네홍삼]철이네홍삼/ 지강인 고려홍삼정(240g).6년근 홍삼,84500,82000,2,철이네홍삼,5130,식품,정관장/홍삼,30
26,1103681365,[맥심]모카골드 커피믹스 160T+160T +에코백 증정,46000,34800,24,이티마트,154,ALL,ALL,154
27,1103681365,[맥심]모카골드 커피믹스 160T+160T +에코백 증정,46000,34800,24,이티마트,4037,식품,ALL,37
28,1103681365,[맥심]모카골드 커피믹스 160T+160T +에코백 증정,46000,34800,24,이티마트,4605,식품,생수/커피/음료,5
29,1103688403,[맥심]화이트골드 커피믹스 160Tx2 +런치백증정,44000,32900,25,이티마트,175,ALL,ALL,175
30,1103688403,[맥심]화이트골드 커피믹스 160Tx2 +런치백증정,44000,32900,25,이티마트,4095,식품,ALL,95
31,1103688403,[맥심]화이트골드 커피믹스 160Tx2 +런치백증정,44000,32900,25,이티마트,4617,식품,생수/커피/음료,17
32,1103709000,[맥심]모카골드 커피믹스 400T  /국민커피,53700,49230,8,이티마트,4680,식품,생수/커피/음료,80
33,1103712505,[맥심]화이트골드 커피믹스 400T /연아의커피,51200,46940,8,이티마트,4696,식품,생수/커피/음료,96
34,1103767026,[매일유업]매일 상하치즈 아기치즈 2단계 80매/치즈,24100,21900,9,매일유업공식판매업체,3017,유아동/출산,분유/이유식,17
35,1103846378,[COX]COX CKM500 게이밍 키보드 마우스 콤보 유선세트,21570,20500,4,스마일배송,8629,컴퓨터/전자,컴퓨터/용품,13
36,1104140778,[쥴리안느]쥴리안느 천연제모제 슈가왁싱350g/제모 왁스/제모기,23900,21510,10,스마일배송,2738,화장품/헤어,제모/데오드란트/슬리밍,38
37,1104508929,(2월 재입고 /예약주문) 엔시티 드림 (NCT Dream) / We Young (미니앨범 1집),13400,13400,0,음반몰,10827,도서/음반,음반,11
38,1104608924,[템포]템포 슈퍼 20Px5개+라이너 30P,35900,33030,7,내추럴트리,6164,생활/주방/건강,위생용품,64
39,1104640734,[고철남홍삼]1+1 어린이 전체식홍삼 꿀먹은아이홍삼 20ml x 30포,39900,39900,0,고철남공식스토어,5151,식품,정관장/홍삼,51
40,1105007566,[엠지텍]블루투스스피커/MGTEC GB770PLUS/120W/리얼우퍼,94520,89800,4,주식회사엠지텍,9588,컴퓨터/전자,MP3/스피커,72
41,1105089097,당일배송 노스필 기름통 10L,31500,31500,0,칠방,8061,스포츠/자동차,캠핑/낚시,45
42,1105146337,[비버리힐스폴로클럽]1+1 프라임옴므 남성용 스킨로션 2종세트(세트+세트),24800,23610,4,스마일배송,2270,화장품/헤어,남성화장품,70
43,1105187155,[동서가구]동서가구 다니엘 1인 리클라이너 침대의자,101000,89470,11,신세계몰,7045,가구/침구,가구,45
44,1105487607,[브라운]브라운체온계 IRT-6520 귀체온계/필터21개포함 /국내AS,92000,92000,0,잠스쿨공식몰,6696,생활/주방/건강,건강/의료용품,96
45,1105705076,[조메이]Q666 Z688 DSLR 미러리스 볼헤드삼각대 모노포드겸용,76000,68700,9,★진영테크★,9297,컴퓨터/전자,카메라,81
46,1106081265,오므론/전자자동혈압계/7120/팔뚝형,62500,59750,4,더마코리아,6640,생활/주방/건강,건강/의료용품,40
47,1106233894,군인가방 40L 모음전 - 군대가방 군인선물 로카백팩,19900,18910,4,군화와고무신,1569,신발/잡화,가방/지갑,69
48,1106786222,[삼성전자]삼성 마이크로SD카드 128GB EVO PLUS U3 메모리카드,17700,16640,5,스마일배송,8900,컴퓨터/전자,저장장치 ,84
49,1106822306,지쿱 GAP인증 모듬 쌈채소 8종 1kg 6종 변경,11000,10480,4,지쿱몰,5290,식품,채소,90
50,1107154059,은박 호일 풍선 숫자 알파벳 이니셜 골드 실버 하트,690,690,0,PARTYZZANG,6287,생활/주방/건강,악기/취미/원예용품,87
51,1107156735,(현대Hmall)[판도라사랑] 판도라 참팔찌 균일가 13스타일 18종 택1,12000,11520,4,현대Hmall,1168,신발/잡화,브랜드 쥬얼리/시계,68
52,1107162855,[프롬산타]3+1 양말/롱삭스/수면 남자여자학생스니커즈덧신겨울,23000,6900,70,프롬산타양말,931,신발/잡화,ALL,31
53,1107162855,[프롬산타]3+1 양말/롱삭스/수면 남자여자학생스니커즈덧신겨울,23000,6900,70,프롬산타양말,1612,신발/잡화,잡화/액세서리,12
54,1107623793,[카페베네]자몽차1kg+레몬차1kg,25800,12900,50,카페베네직영온라인,4663,식품,생수/커피/음료,63
55,110764880,도너츠 6종세트(총15개) 당일생산 수제 팝핀도너츠특가,17800,8900,50,후레쉬빌,98,ALL,ALL,98
56,110764880,도너츠 6종세트(총15개) 당일생산 수제 팝핀도너츠특가,17800,8900,50,후레쉬빌,4032,식품,ALL,32
57,110764880,도너츠 6종세트(총15개) 당일생산 수제 팝핀도너츠특가,17800,8900,50,후레쉬빌,4713,식품,간편조리/간식,13
58,1108486628,봄신상 주니어 의류 남아 티셔츠 바지 초등학생 옷,17900,17900,0,허니스쿨버스,3358,유아동/출산,유아동의류,58
59,1108678685,12%쿠폰 시즌오프 기모/융털/밴딩/슬랙스/빅사이즈4XL,23000,6900,70,엠스트럭처,264,패션의류,ALL,64
60,1108678685,12%쿠폰 시즌오프 기모/융털/밴딩/슬랙스/빅사이즈4XL,23000,6900,70,엠스트럭처,638,패션의류,여성의류,38
61,1108859138,[방그레]방그레 라이트 캡형 100매 10+10팩 물티슈 아기물티슈,16900,16900,0,스마일배송,3174,유아동/출산,물티슈,74
62,1108863575,[지엠지모터스]퀼팅가죽 4D트렁크매트+뒷열 풀셋 차박매트 카매트,39000,31000,20,꾸미자닷컴,8272,스포츠/자동차,자동차용품,56
63,1108890255,지학사 초등독서평설 1년 정기구독,144000,99000,31,매거진코리아,10493,도서/음반,만화/잡지,77
64,1108904360,지학사 중학독서평설 1년 정기구독,144000,99000,31,매거진코리아,10516,도서/음반,만화/잡지,100
65,1109150912,러그 4구 코드릴/30m/방호형/전기릴선/전선릴/캠핑용,59000,56050,5,미건디지탈,8093,스포츠/자동차,캠핑/낚시,77
66,1109390505,[아로마티카]로즈마리 스칼프 스케일링 샴푸 900ml,22200,21090,5,아로마티카_인증몰,2653,화장품/헤어,샴푸/헤어에센스/스타일링,53
67,1110027601,물가자료  2월호 부록포함 /  전2권 2021년,24300,24300,0,크레이지북,10448,도서/음반,만화/잡지,32
68,1110140177,[보다나]VC17MPK - 아이롱/아이론/봉고데기 36mm 핑크,68000,68000,0,보다나,8386,컴퓨터/전자,ALL,70
69,1110140177,[보다나]VC17MPK - 아이롱/아이론/봉고데기 36mm 핑크,68000,68000,0,보다나,9135,컴퓨터/전자,생활/미용가전,19
70,1110145566,[보다나]VC17LPK - 아이롱/아이론/봉고데기 40mm 핑크,70000,70000,0,보다나,9201,컴퓨터/전자,생활/미용가전,85
71,1110390233,종합 물가정보  2월호 본책+부록 포함 2021년,24300,24300,0,크레이지북,10434,도서/음반,만화/잡지,18
72,1110426098,(앨범선택) 방탄소년단 (BTS) - 인기상품 화양연화 PERSONA MAP OF THE SOUL BE 등..,12900,12900,0,AppleMusic,10850,도서/음반,음반,34
73,1110437443,방탄소년단 (BTS 防彈少年團) - Love Yourself 承 Her (미니앨범 5집) 미니북+포토카드+스티커팩,12900,12900,0,synnara,10906,도서/음반,음반,90
74,1110524489,[튼튼닷컴]HCA 가르시니아 (6개월분) 다이어트 식품,22400,21690,3,튼튼닷컴,5030,식품,다이어트,30
75,1110800052,(1+1)LG생활건강_아우라퍼퓸섬유탈취제 윌유메리미 _400ML,5900,5900,0,홈플러스당일배송,3907,유아동/출산,홈플러스 베이비,7
76,1110800093,[LG생활건강](1+1)LG생활건강_아우라퍼퓸섬유탈취제 플라워바이플로라 _400ML,5900,5900,0,홈플러스당일배송,3934,유아동/출산,홈플러스 베이비,34
77,111100905,[카시오]전자손목시계 군인군용군대방수 남성여성학생 스포츠,16700,16700,0,드림워치,1108,신발/잡화,브랜드 쥬얼리/시계,8
78,1111223659,PC GTA5 샤크카드 800만+100만 달러 락스타 코드 발송,54000,54000,0,드림넷,9712,컴퓨터/전자,게임,96
79,1112068313,(1+1)깨끗한나라_데일리에어키친타올 2겹 _150매x6R,8990,8810,2,홈플러스당일배송,6711,생활/주방/건강,홈플러스 리빙,11
80,1112068315,(행사상품)깨끗한나라_소프티미용티슈_250매x6입,7900,7550,4,홈플러스당일배송,6730,생활/주방/건강,홈플러스 리빙,30
81,1112175710,[피카소] 휴그레이_트위져,21000,18900,10,롯데아이몰,2473,화장품/헤어,화장소품,73
82,1112182098,(현대Hmall)[실버웍스]인도코끼리 은반지 India Elephant SWR-020[바보사랑],109000,97010,11,현대Hmall,1175,신발/잡화,브랜드 쥬얼리/시계,75
83,1112479298,예쁜 여성 지갑/학생/카드/남성/반/장/미니/여자/동전,7900,7900,0,(뭉게구름),1584,신발/잡화,가방/지갑,84
84,1112998317,[베베숲]베베숲 프리미어 70매 캡 20팩,31900,31200,2,CJmall,183,ALL,ALL,183
85,1112998317,[베베숲]베베숲 프리미어 70매 캡 20팩,31900,31200,2,CJmall,2872,유아동/출산,ALL,72
86,1112998317,[베베숲]베베숲 프리미어 70매 캡 20팩,31900,31200,2,CJmall,3111,유아동/출산,물티슈,11
87,1112998317,[베베숲]베베숲 프리미어 70매 캡 20팩,31900,31200,2,CJmall,6025,생활/주방/건강,화장지/일용잡화,25
88,1113036831,[컴소닉]컴소닉 필라 CM-700 USB 블랙 스탠드마이크 PC.컴퓨터,20240,20240,0,스마일배송,9551,컴퓨터/전자,MP3/스피커,35
89,1113351428,간호사를 위한 보건의료법규(2017)[완전개정판] [퍼시픽북스] [강균영 외],27160,27160,0,반디앤루니스,10295,도서/음반,인문/사회/과학/IT,79
90,1113412205,무료배송 이탈왁스 헤어 스프레이 인그로운 100ml,40000,40000,0,미플러스토탈뷰티,2725,화장품/헤어,제모/데오드란트/슬리밍,25
91,1114973997,파란/브라팬티세트 ABCD컵추가금NO/빅사이즈/여성속옷,36300,10900,69,파란언더웨어,880,패션의류,언더웨어,80
92,1115444440,여성 크로스백 가방 핸드백 미니 미니백 여자 숄더백,42500,12800,69,트렌다,1570,신발/잡화,가방/지갑,70
93,1115504953,[엡손]엡손 LW-H200RK 리락쿠마 라벨프린터 네임스티커 정품,67730,64350,4,주식회사잉스,8527,컴퓨터/전자,모니터/프린터,11
94,1115519366,[엡손]엡손 LW-K200PK 핑크 라벨프린터 네임스티커 정품,62050,58950,4,주식회사잉스,8589,컴퓨터/전자,모니터/프린터,73
95,1115560088,[매일우유]저지방1% 멸균우유 200ml 48팩 /우유/두유/매일,23500,20900,11,매일유업공식판매업체,4676,식품,생수/커피/음료,76
96,1116129648,[지오다노][지오다노] 243801 코튼 져지 크루넥 3pcs 패키지,19800,19800,0,롯데아이몰,519,패션의류,브랜드 진/캐쥬얼 ,19
97,1116129648,[지오다노][지오다노] 243801 코튼 져지 크루넥 3pcs 패키지,19800,19800,0,롯데아이몰,747,패션의류,남성의류,47
98,1116167468,[브리츠]BZ-T3600 대형 TV USB 티비 홈시어터 사운드바 스피커,152000,139000,8,Planmall,9616,컴퓨터/전자,MP3/스피커,100
99,1116258684,[모카썸]겨울신상 50종 후리스/조거팬츠/기모후드/원피스,26300,7900,69,모카썸,266,패션의류,ALL,66
100,1116258684,[모카썸]겨울신상 50종 후리스/조거팬츠/기모후드/원피스,26300,7900,69,모카썸,303,패션의류,브랜드 여성의류,3
101,1116258684,[모카썸]겨울신상 50종 후리스/조거팬츠/기모후드/원피스,26300,7900,69,모카썸,640,패션의류,여성의류,40
102,1116825427,[위드미]어썸블랙 코팩/블랙헤드제거/피지제거 1+1 30g,10900,7900,27,에바스코스메틱_직영,2191,화장품/헤어,보습제품,91
103,1116890898,[벨라쿠진][벨라쿠진] 통3중 18cm 스마트 쿡커 세트/찜기+채망,38900,38900,0,롯데아이몰,5831,생활/주방/건강,주방용품,31
104,1117216136,[맘스데이]맘스데이 임산부 하프팬티 5종세트 요일팬티 속옷,28000,23800,15,맘스포유몰,3832,유아동/출산,임부복/용품,32
105,1118024638,루멘 후레쉬 손전등 랜턴 캠핑 텐트 LED 라이트 자석,29800,29800,0,희마인드,8092,스포츠/자동차,캠핑/낚시,76
106,1118852141,좋은생각 : 정기구독 1년 (선물 증정)  / 무료배송,36000,30000,16,(주)좋은생각사람들,10445,도서/음반,만화/잡지,29
107,1119049665,3+1보석십자수만들기 9900무배,5900,2800,52,키드아이템,2820,유아동/출산,ALL,20
108,1119049665,3+1보석십자수만들기 9900무배,5900,2800,52,키드아이템,3701,유아동/출산,장난감/완구,1
109,1119049865,맥퀸뉴욕 딥 클렌징오일/돌콩오일 87%/미네랄오일프리,33000,10900,66,맥퀸뉴욕본사직영,1950,화장품/헤어,ALL,50
110,1119049865,맥퀸뉴욕 딥 클렌징오일/돌콩오일 87%/미네랄오일프리,33000,10900,66,맥퀸뉴욕본사직영,2024,화장품/헤어,화장품,24
111,1119836431,DVD 주토피아 + 모아나 2 Movie Collection,32800,32800,0,베스트미디어,10985,도서/음반,DVD,69
112,1120434415,경기미 10kg / 국내산 100% /2020년 햅쌀,32800,31920,2,스마일배송,4283,식품,쌀/잡곡,83
113,1121345877,노래방 무선 마이크 WS858 로즈골드,29900,18620,37,쵸미앤세븐,9540,컴퓨터/전자,MP3/스피커,24
114,112146571,가방 백팩 학생가방 책가방 여성백팩 여성가방 신학기,34800,27800,20,［백하우스］,1528,신발/잡화,가방/지갑,28
115,1121651409,[ABKO]ABKO HACKER S1000 블랙 PC 컴퓨터 사운드바 스피커,20100,19300,3,스마일배송,8686,컴퓨터/전자,컴퓨터/용품,70
116,1122263646,[앱솔루트명작]매일유업_앱솔루트프리미엄명작액상분유2단계 6개월-12개월 _240MLx6입,10900,10410,4,홈플러스당일배송,3959,유아동/출산,홈플러스 베이비,59
117,112247167,[BYC]국내산5매 트렁크 사각 팬티 남자 남성 빅사이즈 속옷,43000,12900,70,비앤비미니샵,857,패션의류,언더웨어,57
118,1123369009,[피스넷]프리미엄 자전거 블루투스 스피커 피스넷 몬스터 예약,73570,69900,4,피스넷,9522,컴퓨터/전자,MP3/스피커,6
119,1123968626,[크리넥스]유한킴벌리_크리넥스울트라클린 천연펄프 3겹 _27Mx30R,25900,24740,4,홈플러스당일배송,6786,생활/주방/건강,홈플러스 리빙,86
120,1124058049,아이러브베베물티슈핑크 100매 리필형X20팩,25800,12900,50,아기물티슈,2860,유아동/출산,ALL,60
121,1124058049,아이러브베베물티슈핑크 100매 리필형X20팩,25800,12900,50,아기물티슈,3109,유아동/출산,물티슈,9
122,1124058049,아이러브베베물티슈핑크 100매 리필형X20팩,25800,12900,50,아기물티슈,5497,생활/주방/건강,ALL,97
123,1124058049,아이러브베베물티슈핑크 100매 리필형X20팩,25800,12900,50,아기물티슈,6019,생활/주방/건강,화장지/일용잡화,19
124,1124083462,[아이러브베베]아이러브베베물티슈핑크100매캡형X20팩,31900,13900,56,아기물티슈,105,ALL,ALL,105
125,1124083462,[아이러브베베]아이러브베베물티슈핑크100매캡형X20팩,31900,13900,56,아기물티슈,2814,유아동/출산,ALL,14
126,1124083462,[아이러브베베]아이러브베베물티슈핑크100매캡형X20팩,31900,13900,56,아기물티슈,3103,유아동/출산,물티슈,3
127,1124083462,[아이러브베베]아이러브베베물티슈핑크100매캡형X20팩,31900,13900,56,아기물티슈,5419,생활/주방/건강,ALL,19
128,1124083462,[아이러브베베]아이러브베베물티슈핑크100매캡형X20팩,31900,13900,56,아기물티슈,6003,생활/주방/건강,화장지/일용잡화,3
129,1124098681,[아이러브베베]아이러브베베물티슈블루80매리필형X20팩,14900,13710,7,아기물티슈,3159,유아동/출산,물티슈,59
130,1124651069,[스마트에코]스마트에코 물티슈 비바체 100매 20팩 리필형,25800,12900,50,(주)지앤티클린,3126,유아동/출산,물티슈,26
131,1124651069,[스마트에코]스마트에코 물티슈 비바체 100매 20팩 리필형,25800,12900,50,(주)지앤티클린,6071,생활/주방/건강,화장지/일용잡화,71
132,1124653070,[스마트에코]스마트에코 아기물티슈 비바체 100매 20팩 캡형,27800,13900,50,(주)지앤티클린,3133,유아동/출산,물티슈,33
133,1124653070,[스마트에코]스마트에코 아기물티슈 비바체 100매 20팩 캡형,27800,13900,50,(주)지앤티클린,6085,생활/주방/건강,화장지/일용잡화,85
134,1125652727,[리브맘]리브맘 프리미엄 3D 경추 메모리폼 베개,16900,16740,0,(주)선광,7144,가구/침구,침구,44
135,1125702093,[씨게이트]4TB Barracuda ST4000DM004 +정품+2년보증+우체국택배,118750,114000,4,씨게이트공식판매점,8910,컴퓨터/전자,저장장치 ,94
136,1126294117,[샐리]겨울 최종 특가+HOT 봄신상 니트/블라우스/코트 外,66300,19900,69,(주)컨트롤케이앤제이,310,패션의류,브랜드 여성의류,10
137,1126294117,[샐리]겨울 최종 특가+HOT 봄신상 니트/블라우스/코트 外,66300,19900,69,(주)컨트롤케이앤제이,659,패션의류,여성의류,59
138,1126317456,필리핀유심 말톡 보라카이 공항택배무료 무료로밍통화,13000,13000,0,말톡,11418,여행,G9 해외패키지,2
139,1126495856,-25도ok 순수 에탄올 워셔액 1.8LX12개/유리세정제,21900,20980,4,생활애리테일,8275,스포츠/자동차,자동차용품,59
140,1126533035,[니베아]니베아 쉐이빙폼 면도크림 센서티브 200ml X3개 +증정,41280,12900,68,바이어스도르프 공식,6130,생활/주방/건강,위생용품,30
141,1126542643,[제이스맘]JC306 여아구두 공주구두 굽구두 유아 아동힐 아동화,15900,15900,0,제이스맘,3426,유아동/출산,유아동신발 ,26
142,1126690979,국내산 밍크극세사 겨울이불/이불세트/패드/요토퍼,47900,46950,1,MY센스,7196,가구/침구,침구,96
143,1128693610,[시루콧토] 우루우루 화장솜 40매x5박스(총200매),9900,9510,3,롯데아이몰,2486,화장품/헤어,화장소품,86
144,1128693620,[시루콧토] 우루우루 화장솜 40매x10박스(총400매),18900,18640,1,롯데아이몰,2466,화장품/헤어,화장소품,66
145,1129396260,[이모레돌런트]이모레돌런트 디퓨저리필 500ml 1+1+1+1,42000,16900,59,(주)테라토닉,6921,가구/침구,ALL,21
146,1129396260,[이모레돌런트]이모레돌런트 디퓨저리필 500ml 1+1+1+1,42000,16900,59,(주)테라토닉,7307,가구/침구,홈패션/인테리어소품,7
147,1129453586,[듀플렉스]DP-8080UH 통세척 초음파가습기 4L 대용량 간편세척,37800,37800,0,코지인터내셔널,9023,컴퓨터/전자,계절가전,7
148,1129604991,2020 쏘렌토 MQ4 알루미늄 카본 PPF 보호필름 모음전,27500,25500,7,아카빌라,8292,스포츠/자동차,자동차용품,76
149,1130111097,2020년 착번 밍크 양면 극세사이불 차렵이불 겨울이불,53800,53800,0,소유하리,7180,가구/침구,침구,80
150,1130335863,(전단상품)친환경_맛타리버섯500g_팩,3990,3990,0,홈플러스당일배송,5219,식품,채소,19
151,1130335863,(전단상품)친환경_맛타리버섯500g_팩,3990,3990,0,홈플러스당일배송,5344,식품,홈플러스 식품,44
152,1130472838,커플운동화/신발/등산화/스니커즈/런닝화,63900,19800,69,슈즈스마트,938,신발/잡화,ALL,38
153,1130472838,커플운동화/신발/등산화/스니커즈/런닝화,63900,19800,69,슈즈스마트,1212,신발/잡화,여성신발,12
154,1130472838,커플운동화/신발/등산화/스니커즈/런닝화,63900,19800,69,슈즈스마트,1409,신발/잡화,운동화,9
155,1130599928,[퍼스퍼코리아]A무료반품/랭킹1위/사무용/책상/공부/학생/컴퓨터의자,35000,31490,10,퍼스퍼코리아,7043,가구/침구,가구,43
156,1130659809,[하림펫푸드]하림펫푸드 밥이보약 3.4kg /더리얼 1.6kg 강아지사료,28000,28000,0,하림펫푸드,6431,생활/주방/건강,반려동물용품,31
157,1131126489,[삼성전자]정품삼성 포터블 외장SSD T5 MU-PA500B/WW 500GB 블루,97340,91500,5,삼성SSD 공식총판,8833,컴퓨터/전자,저장장치 ,17
158,1131129586,[삼성전자]정품삼성 포터블 외장SSD T5 MU-PA1T0B/WW 1TB 블랙,166480,156500,5,삼성SSD 공식총판,8369,컴퓨터/전자,ALL,53
159,1131129586,[삼성전자]정품삼성 포터블 외장SSD T5 MU-PA1T0B/WW 1TB 블랙,166480,156500,5,삼성SSD 공식총판,8819,컴퓨터/전자,저장장치 ,3
160,1132831429,[에버라스트]22%쿠폰/살이 쭉쭉/다이어트땀복/사우나슈트/운동복,109600,32900,69,에버라스트-본사직영,7589,스포츠/자동차,스포츠의류/운동화,73
161,1133274033,(행사상품)친환경 헨켈_프릴베이킹소다퓨어레몬_750ML,3150,3150,0,홈플러스당일배송,6713,생활/주방/건강,홈플러스 리빙,13
162,1135009185,[윈드피아]스탠드히터 전기히터 전기난로 세라믹히터 난로 1490RF,34900,29600,15,윈드피아,9053,컴퓨터/전자,계절가전,37
163,1135984538,[넥스트]해외 여행용 멀티 플러그 NEXT-002TC,12000,12000,0,엘도어,11395,여행,여행소품,79
164,1136188914,[로이체]블루투스 무선마이크 BTS30KM/로즈골드/미러볼+파우치,18900,16220,14,(주)로이체,9526,컴퓨터/전자,MP3/스피커,10
165,1136939778,[D850](컴온탑)니콘 D850 BODY (21년 1월)(정품/새상품),3015310,3014410,0,판매1위컴온탑,9313,컴퓨터/전자,카메라,97
166,1137327359,[임페리얼드림 XO]남양유업_임페리얼드림분유XO5단계_800G,17500,17500,0,홈플러스당일배송,3051,유아동/출산,분유/이유식,51
167,1137327359,[임페리얼드림 XO]남양유업_임페리얼드림분유XO5단계_800G,17500,17500,0,홈플러스당일배송,3906,유아동/출산,홈플러스 베이비,6
168,1137517845,해외여행 멀티 USB 아답터 어댑터 판촉 선물 사은품,6900,6700,2,플랜에코,11359,여행,여행소품,43
169,1137603534,[로티캠프]접이식 알루미늄 캠핑 미니 테이블 미니슬림 테이블,14900,13120,11,로티몰닷컴,8026,스포츠/자동차,캠핑/낚시,10
170,1137995278,[마운틴벨리][1+1] [라스트행사] 남자 여자 겨울 기모 베이직 팬츠/ 마운틴 벨리,23200,19260,16,롯데ON,438,패션의류,브랜드 남성의류,38
171,1138007886,(행사상품)친환경 헨켈_프릴베이킹소다퓨어레몬_1L,3250,3250,0,홈플러스당일배송,6720,생활/주방/건강,홈플러스 리빙,20
172,1139207067,DIY 액자형 비즈 보석십자수 명화그리기 그림 유화,15800,15800,0,라임나무1,7341,가구/침구,홈패션/인테리어소품,41
173,1139349897,CGV/롯데시네마/메가박스 전국 영화관람권 (문자발송),7800,7800,0,북스크린,11836,e쿠폰/티켓,상품권,18
174,1139976201,멜로우 디퓨저 대용량 아로마 실내 방향제 150ml,19000,18900,0,멜로우Mellow,7333,가구/침구,홈패션/인테리어소품,33
175,1140017458,2021년 수경출판 수력충전 중학 수학 1상 2상 3상 1하 2하 3하 중등 1 2 3 학년 학기 -1 -2,9000,9000,0,제이북스,10498,도서/음반,만화/잡지,82
176,1140110937,DIY 액자형 비즈 보석십자수 명화그리기 그림 유화,15800,15800,0,라임나무1,6933,가구/침구,ALL,33
177,1140110937,DIY 액자형 비즈 보석십자수 명화그리기 그림 유화,15800,15800,0,라임나무1,7310,가구/침구,홈패션/인테리어소품,10
178,1140145013,[해밀턴]해밀턴H32705131 재즈마스터 오픈하트 공식센터AS가능,958000,958000,0,popwatch,1189,신발/잡화,브랜드 쥬얼리/시계,89
179,1140158274,[쏘피]천연코튼 팬티라이너 롱/생리대 40Px5팩,21800,10900,50,LG생활건강공식스토어,167,ALL,ALL,167
180,1140158274,[쏘피]천연코튼 팬티라이너 롱/생리대 40Px5팩,21800,10900,50,LG생활건강공식스토어,6142,생활/주방/건강,위생용품,42
181,1140162548,[쏘피]바디피트 천연코튼 팬티라이너 일반 40Px5팩,19800,9900,50,LG생활건강공식스토어,124,ALL,ALL,124
182,1140162548,[쏘피]바디피트 천연코튼 팬티라이너 일반 40Px5팩,19800,9900,50,LG생활건강공식스토어,6146,생활/주방/건강,위생용품,46
183,1140168037,[쏘피]볼록맞춤 슈퍼롱 오버나이트/생리대 10Px5팩,21000,10500,50,LG생활건강공식스토어,5408,생활/주방/건강,ALL,8
