날짜,금,은,유가,코스피,나스닥,테슬라,비트코인
2011-01,1361.68,28.497399999999992,89.57849999999999,2091.1980000000003,2291.243,5.1285,0.3500000000000001
2011-02,1373.8052631578946,30.86126315789474,89.74315789473685,1686.498947368421,2353.392631578947,4.667368421052632,0.9210526315789472
2011-03,1422.6173913043478,35.84865217391303,102.98130434782607,1915.5965217391301,2298.651739130434,4.740869565217391,0.8608695652173917
2011-04,1481.865,42.5863,110.0385,2150.898,2344.074,5.2345,1.2099999999999997
2011-05,1511.0142857142857,36.920095238095236,101.35666666666665,1921.1261904761905,2364.605714285714,5.521904761904762,6.185714285714286
2011-06,1527.9954545454545,35.75895454545454,96.28863636363639,1980.3418181818183,2255.0731818181816,5.575909090909091,18.40909090909091
2011-07,1577.125,38.2949,97.3405,2150.294,2379.4484999999995,5.682999999999998,13.969999999999999
2011-08,1758.4913043478261,40.24965217391304,86.3408695652174,1788.1291304347826,2173.812608695652,4.963913043478261,10.169565217391304
2011-09,1762.1857142857143,37.72171428571429,85.61000000000001,1620.6266666666666,2224.4728571428577,4.921904761904761,5.819047619047618
2011-10,1669.9142857142856,32.05495238095238,86.42809523809524,1738.9314285714288,2298.661904761905,5.49952380952381,3.5238095238095237
2011-11,1742.5904761904762,33.24533333333333,97.16285714285713,1861.830476190476,2291.7804761904763,6.416190476190477,2.704761904761904
2011-12,1641.9666666666667,30.14004761904762,98.5757142857143,1774.8157142857144,2279.22380952381,5.995238095238094,3.4857142857142858
2012-01,1660.1950000000002,30.93364999999999,100.31850000000001,1706.7295,2404.2749999999996,5.497,6.069999999999999
2012-02,1743.8349999999998,34.22015,102.26249999999997,2002.1480000000006,2567.013,6.5525,5.1450000000000005
2012-03,1675.659090909091,32.92768181818182,106.20499999999998,1931.434090909091,2698.971818181818,7.048181818181817,4.913636363636363
2012-04,1650.5849999999998,31.5357,103.346,1894.4679999999996,2716.098000000001,6.6995000000000005,4.989999999999999
2012-05,1588.2818181818182,28.758045454545456,94.7159090909091,1800.6077272727273,2589.0200000000004,6.154545454545455,5.077272727272726
2012-06,1600.6904761904761,28.056047619047614,82.40523809523809,1760.5709523809526,2549.8985714285714,6.124761904761907,6.085714285714286
2012-07,1592.5190476190478,27.34190476190476,87.9314285714286,1824.4785714285715,2605.679047619047,6.208095238095238,8.066666666666666
2012-08,1629.9173913043478,28.914478260869565,94.16086956521738,1835.4813043478264,2739.133043478261,5.807826086956522,11.021739130434783
2012-09,1748.8052631578946,33.89236842105264,94.55842105263159,1963.845789473684,2820.916842105263,5.861578947368421,11.757894736842108
2012-10,1744.369565217391,33.15426086956522,89.57086956521738,1773.307391304348,2497.9821739130434,5.175652173913044,11.79565217391304
2012-11,1721.3190476190478,32.78404761904761,86.73238095238096,1904.9509523809525,2616.617619047619,6.345714285714285,11.466666666666669
2012-12,1684.3799999999999,31.726999999999997,88.24549999999999,1776.4575,2658.7545,6.8345,13.435000000000002
2013-01,1670.4476190476191,31.143904761904757,94.82857142857144,1986.067142857143,2736.9009523809523,7.038095238095239,15.78095238095238
2013-02,1627.4684210526318,30.20342105263158,95.32157894736841,1875.5436842105264,2748.1915789473683,7.474736842105262,26.352631578947367
2013-03,1591.5049999999997,28.746900000000004,92.95700000000001,1889.9984999999997,2795.3255,7.409000000000002,55.754999999999995
2013-04,1484.6272727272726,25.185545454545455,92.06772727272728,1938.8840909090904,2818.563181818182,9.247727272727273,132.45909090909092
2013-05,1415.719565217391,23.016,94.75739130434783,1802.7621739130434,2851.570869565217,15.57304347826087,119.50000000000004
2013-06,1342.1349999999998,21.067,95.80050000000001,1790.1920000000002,2937.3064999999997,20.096500000000002,108.30499999999998
2013-07,1284.1195652173913,19.634999999999994,104.55521739130437,1871.7682608695652,2901.1634782608694,23.560434782608695,91.1782608695652
2013-08,1352.668181818182,22.093954545454547,106.53863636363639,1810.7363636363634,3105.465909090909,30.08181818181818,115.12272727272729
2013-09,1348.2571428571432,22.53414285714286,106.26,1700.9095238095238,3035.742380952381,33.13761904761905,136.63809523809527
2013-10,1316.8347826086958,22.012826086956526,100.55260869565215,1853.1817391304348,3291.951739130435,34.93739130434783,168.8
2013-11,1273.6142857142856,20.632761904761903,93.85285714285712,2009.9242857142856,3237.567142857143,26.14428571428572,595.2857142857142
2013-12,1225.0095238095237,19.629571428571428,97.8942857142857,1989.4295238095237,3513.760952380953,28.961904761904766,865.6857142857142
2014-01,1242.8608695652174,19.858478260869568,94.98347826086956,1694.1039130434783,3248.507826086957,29.957391304347826,925.4956521739133
2014-02,1302.3600000000001,20.878600000000002,100.67049999999999,1937.7329999999995,3434.1985,39.14450000000001,499.19000000000005
2014-03,1336.4285714285716,20.685047619047616,100.50904761904765,1952.429523809524,3661.1119047619063,46.62904761904762,586.8619047619047
2014-04,1298.4238095238095,19.689476190476192,102.03476190476188,1990.5680952380956,3554.448571428572,41.65761904761906,466.0571428571428
2014-05,1287.9347826086957,19.303826086956523,97.47695652173913,1647.328695652174,3306.2291304347827,36.46217391304347,489.00869565217386
2014-06,1289.4619047619049,19.892238095238095,105.14666666666666,1805.0757142857142,3792.1071428571427,43.93047619047618,618.7904761904764
2014-07,1460.5086956521739,20.897260869565216,102.4513043478261,2021.952173913044,3756.0086956521745,42.70695652173914,615.6695652173913
2014-08,1443.2090909090907,19.68109090909091,91.70909090909092,1873.5759090909096,3798.520454545454,48.79409090909091,535.4454545454546
2014-09,1387.4409090909094,18.365181818181824,93.16136363636362,1764.159090909091,3885.281818181818,50.574090909090906,448.7
