통계표,항목명1,단위,변환,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"4.1.2 시장금리(월,분기,년)","국고채(10년)","연%","원자료","6.860","6.590","5.050","4.730","4.950","5.150","5.350","5.570","5.170","4.770","4.200","3.450","3.280","3.183","2.304","1.749","2.281","2.502","1.700","1.499"
   4.1.2 시장금리(월,분기,년)
통계담당 : 한국은행 금융시장국 자금시장팀(02-759-4508), 채권시장팀(02-759-5630)
주 : 1) 월평균(영업일기준)
2) 국고채(30년) : 2012.9월부터 발행
3) 통안증권(1년) : 2011.5.1부터 364일물(할인채)에서 1년물(이표채)로 고시기준 변경

