날짜,금,은,유가,코스피,나스닥,테슬라,비트코인
2017-10-11,1364.5,18.085,51.3,2458.16,6081.25,70.92,4824.2
2017-10-12,1372.3,18.218,50.6,2474.76,6069.99,71.14,5432.6
2017-10-13,1380.4,18.361,51.45,2473.62,6092.45,71.11,5637.3
2017-10-16,1379.7,18.33,51.87,2480.05,6114.53,70.12,5759.3
2017-10-17,1362.5,18.0,51.88,2484.37,6122.61,71.15,5598.6
2017-10-18,1359.3,17.955,52.04,2482.91,6114.35,71.93,5575.8
2017-10-19,1365.9,18.213,51.29,2473.06,6092.62,70.36,5698.6
2017-10-20,1356.2,18.033,51.47,2489.54,6108.82,69.02,5993.1
2017-10-23,1356.9,18.032,51.9,2490.05,6067.83,67.4,5903.6
2017-10-24,1354.2,17.922,52.47,2490.49,6080.22,67.47,5513.1
2017-10-25,1355.5,17.882,52.18,2492.5,6055.04,65.17,5734.0
2017-10-26,1346.5,17.772000000000002,52.64,2480.63,6037.87,65.23,5887.6
2017-10-27,1349.1,17.71,53.9,2496.63,6213.47,64.17,5764.6
2017-10-30,1354.9,17.797,54.15,2501.93,6227.59,64.02,6124.3
2017-10-31,1347.7,17.646,54.38,2523.43,6248.56,66.31,6451.2
2017-11-01,1354.6,18.118,54.3,2556.47,6248.65,64.22,6737.8
2017-11-02,1355.4,18.090999999999998,54.54,2546.36,6236.39,59.85,7024.8
2017-11-03,1346.9,17.791,55.64,2557.97,6295.58,61.22,7152.1
2017-11-06,1359.7,18.192,57.35,2549.41,6313.61,60.56,6959.2
2017-11-07,1353.9,17.909000000000002,57.2,2545.44,6320.78,61.21,7102.8
2017-11-08,1362.3,18.109,56.81,2552.4,6345.81,60.88,7444.4
2017-11-09,1366.8,17.941,57.17,2550.57,6312.21,60.6,7129.6
2017-11-10,1354.5,17.822,56.74,2542.95,6309.07,60.6,6565.8
2017-11-13,1360.4,18.006,56.76,2530.35,6316.18,63.08,6522.5
2017-11-14,1364.2,18.042,55.7,2526.64,6293.64,61.74,6597.1
2017-11-15,1358.7,17.938,55.33,2518.25,6258.36,62.26,7283.2
2017-11-16,1359.4,18.05,55.14,2534.79,6339.14,62.5,7853.7
2017-11-17,1378.0,18.357,56.55,2533.99,6314.51,63.01,7700.0
2017-11-20,1357.6,17.827,56.09,2527.67,6308.61,61.75,8244.7
2017-11-21,1364.8,17.96,56.83,2530.7,6378.63,63.56,8100.0
2017-11-22,1376.4,18.119,58.02,2540.51,6386.12,62.52,8234.5
2017-11-23,1291.66,17.096,58.38,2537.15,0.0,0.0,8013.4
2017-11-24,1371.6,17.999000000000002,58.95,2544.33,6409.29,63.11,8200.8
2017-11-27,1378.7,18.024,58.11,2507.81,6405.97,63.36,9733.2
2017-11-28,1379.0,17.82,57.99,2514.19,6422.56,63.51,9906.0
2017-11-29,1366.4,17.472,57.3,2512.9,6311.38,61.51,9837.9
2017-11-30,1357.3,17.397000000000002,57.4,2476.37,6365.56,61.77,9946.8
2017-12-01,1362.8,17.303,58.36,2475.41,6337.87,61.31,10861.5
2017-12-04,1358.0,17.285,57.47,2501.67,6263.7,61.04,11623.9
2017-12-05,1345.1,16.977999999999998,57.62,2510.12,6265.11,60.74,11667.1
2017-12-06,1346.2,16.862000000000002,55.96,2474.37,6293.05,62.65,13749.6
2017-12-07,1333.0,16.711,56.69,2461.98,6316.28,62.25,16850.3
2017-12-08,1328.1,16.735,57.36,2464.0,6344.57,63.03,16047.6
2017-12-11,1326.8,16.695999999999998,57.99,2471.49,6393.89,65.78,16732.5
2017-12-12,1321.9,16.575,57.14,2461.0,6383.65,68.21,17083.9
2017-12-13,1328.7,16.777,56.6,2480.55,6394.67,67.81,16286.8
2017-12-14,1337.2,16.840999999999998,57.04,2469.48,6389.91,67.58,16467.9
2017-12-15,1337.4,16.968,57.3,2482.07,6466.32,68.69,17604.8
2017-12-18,1345.6,17.108,57.16,2481.88,6513.27,67.77,18972.3
2017-12-19,1344.8,17.06,57.46,2478.53,6480.67,66.22,17523.7
2017-12-20,1350.4,17.199,58.09,2472.37,6472.48,65.8,16462.0
2017-12-21,1351.3,17.163,58.36,2429.83,6472.69,66.33,15632.1
2017-12-22,1359.8,17.369,58.47,2440.54,6465.17,65.04,13665.0
2017-12-25,1277.9,16.39,58.59,0.0,0.0,0.0,13833.5
2017-12-26,1368.5,17.531,59.97,2427.34,6433.16,63.46,15756.6
2017-12-27,1372.3,17.680999999999997,59.64,2436.67,6435.15,62.33,15416.6
2017-12-28,1379.4,17.846,59.84,2467.49,6441.42,63.07,14398.7
2017-12-29,1391.9,18.07,60.42,0.0,6396.42,62.27,14392.6
2018-01-01,1308.7,17.07,60.24,0.0,0.0,0.0,13444.9
2018-01-02,1400.1,18.131,60.37,2479.65,6511.34,64.11,14754.1
2018-01-03,1404.0,18.195999999999998,61.63,2486.35,6575.8,63.45,15156.6
2018-01-04,1407.3,18.21,62.01,2466.46,6584.58,62.92,15180.1
2018-01-05,1408.3,18.237000000000002,61.44,2497.52,6653.29,63.32,16954.8
2018-01-08,1407.4,18.117,61.73,2513.28,6676.63,67.28,14976.2
2018-01-09,1401.3,17.989,62.96,2510.23,6677.94,66.74,14778.5
2018-01-10,1408.3,18.038,63.57,2499.75,6662.66,66.96,15043.0
2018-01-11,1411.4,17.97,63.8,2487.91,6708.49,67.59,13535.4
2018-01-12,1425.7,18.169,64.3,2496.42,6758.54,67.24,13886.7
2018-01-14,1337.4,17.245,64.28,0.0,0.0,0.0,13695.2
2018-01-15,1341.8,17.38,64.73,2503.73,0.0,0.0,13697.5
2018-01-16,1428.1,18.236,63.73,2521.74,6737.14,68.01,11362.0
2018-01-17,1431.0,18.217,63.97,2515.43,6810.28,69.43,11192.3
2018-01-18,1419.0,18.006,63.95,2515.81,6811.38,68.91,11245.4
2018-01-19,1425.9,18.090999999999998,63.37,2520.26,6834.33,70.0,11580.2
2018-01-22,1429.6,18.144000000000002,63.49,2502.11,6906.28,70.31,10864.8
2018-01-23,1434.2,18.067,64.47,2536.6,6963.46,70.56,10903.2
2018-01-24,1456.3,18.699,65.61,2538.0,6919.35,69.18,11452.3
2018-01-25,1463.1,18.823,65.51,2562.23,6916.3,67.53,11203.0
2018-01-26,1453.7,18.646,66.14,2574.76,7022.97,68.57,11118.1
2018-01-29,1441.3,18.328,65.56,2598.19,6988.31,69.91,11244.8
2018-01-30,1436.2,18.26,64.5,2567.74,6930.73,69.16,10166.0
2018-01-31,1439.4,18.456,64.73,2566.46,6949.99,70.86,10265.4
2018-02-01,1445.1,18.37,65.8,2568.54,6901.5,69.85,9181.1
2018-02-02,1434.6,17.923,65.45,2525.39,6760.29,68.75,8893.2
2018-02-05,1432.9,17.879,64.15,2491.75,6495.92,66.63,6938.5
2018-02-06,1425.4,17.788,63.39,2453.31,6665.98,66.79,7701.2
2018-02-07,1410.7,17.435,61.79,2396.56,6582.02,69.0,7594.7
2018-02-08,1414.8,17.534000000000002,61.15,2407.62,6306.1,63.05,8164.2
2018-02-09,1410.1,17.327,59.2,2363.77,6412.68,62.08,8699.8
2018-02-12,1420.9,17.753,59.29,2385.38,6523.85,63.15,8903.5
2018-02-13,1424.8,17.705,59.19,2395.19,6553.86,64.73,8539.2
2018-02-14,1452.9,18.05,60.6,2421.83,6675.03,64.46,9476.3
2018-02-15,1451.5,17.980999999999998,61.34,0.0,6794.92,66.81,10037.3
2018-02-16,1452.8,17.902,61.68,0.0,6770.66,67.1,10178.7
2018-02-18,1350.5,16.605,61.72,0.0,0.0,0.0,10398.8
2018-02-19,1347.8,16.61,62.38,2442.82,0.0,0.0,11169.4
2018-02-20,1428.4,17.62,61.9,2415.12,6779.69,66.95,11238.7
2018-02-21,1430.6,17.794,61.68,2429.65,6759.26,66.66,10473.0
2018-02-22,1431.4,17.756,62.77,2414.28,6761.85,69.23,9841.7
2018-02-23,1429.0,17.666,63.55,2451.52,6896.6,70.41,10170.4
2018-02-26,1433.1,17.74,63.91,2457.65,6989.1,71.48,10285.1
2018-02-27,1419.6,17.565,63.01,2456.14,6900.35,70.2,10594.4
2018-02-28,1419.2,17.585,61.64,2427.36,6854.42,68.61,10333.9
2018-03-01,1406.0,17.456,60.99,0.0,6750.54,66.19,10904.5
2018-03-02,1424.2,17.657,61.25,2402.16,6811.04,67.02,10827.7
2018-03-05,1420.5,17.605,62.57,2375.06,6881.28,66.67,11330.6
2018-03-06,1435.9,17.979,62.6,2411.41,6913.02,65.64,10675.1
2018-03-07,1427.9,17.688,61.15,2401.82,6929.39,66.46,9902.9
2018-03-08,1423.7,17.701,60.12,2433.08,6966.43,65.82,9300.0
2018-03-09,1428.0,17.817999999999998,62.04,2459.45,7101.18,65.43,9217.0
2018-03-12,1424.8,17.744,61.36,2484.12,7131.12,69.1,9137.4
2018-03-13,1431.4,17.842,60.71,2494.49,7046.51,68.37,9154.9
2018-03-14,1429.7,17.749000000000002,60.96,2486.08,7040.98,65.33,8210.6
2018-03-15,1421.7,17.623,61.19,2492.38,7030.97,65.12,8264.4
2018-03-16,1416.3,17.475,62.34,2493.97,7019.95,64.27,8289.2
2018-03-19,1421.7,17.528,62.06,2475.03,6864.88,62.71,8616.8
2018-03-20,1416.2,17.404,63.4,2485.52,6885.92,62.11,8912.6
2018-03-21,1426.6,17.644000000000002,65.17,2484.97,6853.45,63.31,8905.9
2018-03-22,1432.2,17.61,64.3,2496.02,6682.26,61.82,8726.2
2018-03-23,1455.0,17.809,65.88,2416.76,6508.09,60.31,8916.8
2018-03-26,1461.0,17.914,65.55,2437.08,6753.83,60.84,8143.5
2018-03-27,1447.8,17.771,65.25,2452.06,6529.84,55.84,7801.7
2018-03-28,1428.9,17.465,64.38,2419.29,6460.81,51.56,7954.9
2018-03-29,1426.0,17.474,64.94,2436.37,6581.13,53.23,7129.2
2018-04-02,1445.8,17.879,63.01,2444.16,6390.84,50.5,7068.4
2018-04-03,1436.5,17.589000000000002,63.51,2442.43,6458.83,53.51,7424.2
2018-04-04,1439.7,17.445999999999998,63.37,2408.06,6560.06,57.39,6808.9
2018-04-05,1428.1,17.541,63.54,2437.52,6594.84,61.14,6782.0
2018-04-06,1435.9,17.544,62.06,2429.58,6433.21,59.86,6624.3
2018-04-09,1439.6,17.695,63.42,2444.08,6472.34,57.93,6781.9
2018-04-10,1445.5,17.743,65.51,2450.74,6615.87,60.94,6854.8
2018-04-11,1460.0,17.916,66.82,2444.22,6583.44,60.19,6962.1
2018-04-12,1441.4,17.62,67.07,2442.71,6656.26,58.82,7926.6
2018-04-13,1447.9,17.809,67.39,2455.07,6628.34,60.07,7887.4
2018-04-16,1450.6,17.82,66.22,2457.49,6675.18,58.24,8070.0
2018-04-17,1449.3,17.919,66.52,2453.77,6816.37,57.54,7908.6
2018-04-18,1453.5,18.393,68.47,2479.98,6833.21,58.67,8178.4
2018-04-19,1448.8,18.378,68.29,2486.1,6774.89,60.02,8290.8
2018-04-20,1438.2,18.298,68.38,2476.33,6667.75,58.05,8867.0
2018-04-23,1424.0,17.750999999999998,68.64,2474.11,6648.8,56.67,8952.8
2018-04-24,1433.1,17.878,67.7,2464.14,6509.05,56.69,9645.3
2018-04-25,1422.9,17.679000000000002,68.05,2448.81,6513.94,56.14,8873.1
2018-04-26,1418.0,17.67,68.19,2475.64,6649.65,57.1,9287.0
2018-04-27,1423.6,17.590999999999998,68.1,2492.4,6656.35,58.81,8940.9
2018-04-30,1419.1,17.492,68.57,2515.38,6605.57,58.78,9245.1
2018-05-01,1406.4,17.211,67.25,0.0,6681.96,59.98,9074.9
2018-05-02,1405.3,17.46,67.93,2505.61,6644.48,60.23,9243.2
2018-05-03,1412.4,17.533,68.43,2487.25,6643.48,56.89,9749.7
2018-05-04,1414.7,17.609,69.72,2461.38,6769.12,58.82,9708.6
2018-05-07,1414.2,17.587,70.73,0.0,6821.87,60.55,9431.6
2018-05-08,1413.8,17.573,69.06,2449.81,6815.48,60.39,9196.4
2018-05-09,1413.0,17.637999999999998,71.14,2443.98,6893.21,61.37,9319.1
2018-05-10,1422.1,17.857,71.36,2464.16,6963.55,61.0,9025.7
2018-05-11,1420.4,17.851,70.7,2477.71,6952.56,60.21,8408.3
2018-05-14,1417.9,17.738,70.96,2476.11,6964.37,58.39,8674.1
2018-05-15,1389.8,17.351,71.31,2458.54,6888.54,56.84,8477.0
2018-05-16,1392.1,17.461,71.49,2459.82,6929.97,57.3,8344.4
2018-05-17,1390.0,17.585,71.49,2448.45,6901.63,56.91,8063.0
2018-05-18,1391.3,17.555999999999997,71.28,2460.65,6866.25,55.36,8245.7
2018-05-21,1391.1,17.616,72.24,2465.57,6905.53,56.9,8403.3
2018-05-22,1392.1,17.671,72.13,0.0,6893.62,55.0,8006.0
2018-05-23,1389.2,17.496,71.84,2471.91,6953.63,55.81,7512.3
2018-05-24,1404.2,17.779,70.71,2466.01,6949.7,55.57,7592.9
2018-05-25,1403.2,17.633,67.88,2460.8,6960.92,55.77,7477.7
2018-05-27,1298.3,16.51,67.36,0.0,0.0,0.0,7366.7
2018-05-28,1297.6,16.495,67.05,2478.96,0.0,0.0,7119.3
2018-05-29,1393.7,17.428,66.73,2457.25,6926.54,56.75,7467.7
2018-05-30,1396.7,17.604,68.21,2409.03,6976.37,58.34,7400.1
2018-05-31,1395.0,17.516,67.04,2423.01,6967.73,56.95,7502.6
2018-06-01,1390.1,17.505,65.81,2438.96,7083.93,58.36,7530.8
2018-06-04,1389.5,17.497,64.75,2447.76,7143.57,59.35,7504.3
2018-06-05,1394.5,17.597,65.52,2453.76,7166.75,58.23,7631.5
2018-06-06,1393.9,17.738,64.73,0.0,7210.08,63.9,7661.0
2018-06-07,1394.8,17.857,65.95,2470.58,7152.83,63.22,7697.8
2018-06-08,1394.8,17.783,65.74,2451.58,7152.62,63.53,7622.1
2018-06-11,1395.9,17.996,66.1,2470.15,7168.48,66.42,6885.9
2018-06-12,1392.2,17.933,66.36,2468.83,7209.18,68.55,6558.2
2018-06-13,1393.9,18.035,66.64,0.0,7205.26,68.96,6312.3
2018-06-14,1401.0,18.303,66.89,2423.48,7279.59,71.54,6647.1
2018-06-15,1369.7,17.506,65.06,2404.04,7255.76,71.63,6410.3
2018-06-18,1371.5,17.46,65.85,2376.24,7251.41,74.17,6719.8
2018-06-19,1369.6,17.338,65.07,2340.11,7228.04,70.51,6752.4
2018-06-20,1365.7,17.322,66.22,2363.91,7280.7,72.44,6765.4
2018-06-21,1361.4,17.343,65.54,2337.83,7217.49,69.5,6728.0
2018-06-22,1361.7,17.475,68.58,2357.22,7197.51,66.73,6055.7
2018-06-25,1359.6,17.342,68.08,2357.88,7038.17,66.6,6256.6
2018-06-26,1350.0,17.261,70.53,2350.92,7068.19,68.4,6082.1
2018-06-27,1345.5,17.167,72.76,2342.03,6969.67,68.9,6154.9
2018-06-28,1340.0,16.971,73.45,2314.24,7031.6,69.99,5883.5
2018-06-29,1343.7,17.13,74.15,2326.13,7040.8,68.59,6213.3
2018-07-02,1329.7,16.756,73.94,2271.54,7097.82,67.01,6619.5
2018-07-03,1342.2,16.964000000000002,74.14,2272.76,7014.55,62.17,6513.5
2018-07-04,1258.1,16.13,74.13,2265.46,0.0,0.0,6598.4
2018-07-05,1347.4,17.019000000000002,72.94,2257.55,7101.05,61.83,6546.5
2018-07-06,1344.6,16.996,73.8,2272.87,7207.33,61.78,6617.7
2018-07-09,1348.8,17.072,73.85,2285.8,7276.0,63.7,6667.1
2018-07-10,1344.9,17.023,74.11,2294.16,7282.6,64.49,6307.2
2018-07-11,1333.1,16.744,70.38,2280.62,7243.98,63.79,6389.1
2018-07-12,1335.2,16.91,70.33,2285.06,7366.25,63.34,6250.6
2018-07-13,1329.0,16.746,71.01,2310.9,7375.82,63.77,6230.2
2018-07-16,1327.5,16.741,68.06,2301.99,7357.9,62.02,6729.9
2018-07-17,1314.6,16.537,68.08,2297.92,7403.89,64.54,7322.0
2018-07-18,1315.0,16.488,68.76,2290.11,7390.13,64.77,7383.6
2018-07-19,1310.4,16.308,69.46,2282.29,7352.36,64.05,7477.5
2018-07-20,1316.8,16.452,70.46,2289.19,7350.23,62.72,7339.4
2018-07-23,1310.7,16.322,67.89,2269.31,7371.78,60.64,7723.0
2018-07-24,1310.8,16.414,68.52,2280.2,7406.25,59.49,8407.0
2018-07-25,1316.7,16.479,69.3,2273.03,7508.59,61.75,8173.7
2018-07-26,1311.5,16.38,69.61,2289.06,7400.75,61.33,7937.0
2018-07-27,1309.0,16.379,68.69,2294.99,7296.78,59.44,8187.4
2018-07-30,1307.7,16.424,70.13,2293.51,7193.1,58.03,8177.1
2018-07-31,1309.8,16.45,68.76,2295.26,7231.98,59.63,7729.4
2018-08-01,1304.0,16.347,67.66,2307.07,7272.89,60.17,7606.4
2018-08-02,1296.2,16.26,68.96,2270.2,7372.15,69.91,7535.6
2018-08-03,1299.4,16.34,68.49,2287.68,7395.49,69.63,7419.0
2018-08-06,1293.6,16.22,69.01,2286.5,7438.99,68.4,6943.6
2018-08-07,1294.2,16.249000000000002,69.17,2300.16,7462.65,75.91,6724.9
2018-08-08,1296.8,16.311,66.94,2301.45,7469.55,74.07,6283.6
2018-08-09,1295.8,16.347,66.81,2303.71,7466.96,70.49,6538.8
2018-08-10,1294.6,16.179000000000002,67.63,2282.79,7408.3,71.1,6152.3
2018-08-13,1274.1,15.863,67.2,2248.45,7401.17,71.28,6255.3
2018-08-14,1275.9,15.924000000000001,67.04,2258.91,7447.17,69.53,6190.2
2018-08-15,1259.7,15.276,65.01,0.0,7354.66,67.74,6256.9
2018-08-16,1258.0,15.533,65.46,2240.8,7374.3,67.09,6306.7
2018-08-17,1258.1,15.45,65.91,2247.05,7377.54,61.1,6581.7
2018-08-20,1267.5,15.482999999999999,66.43,2247.88,7371.42,61.69,6268.1
2018-08-21,1272.8,15.581,67.35,2270.06,7397.23,64.38,6482.2
2018-08-22,1275.8,15.573,67.86,2273.33,7424.6,64.33,6359.6
2018-08-23,1265.2,15.363,67.83,2282.6,7413.84,64.02,6521.2
2018-08-24,1285.0,15.626,68.72,2293.21,7485.4,64.56,6680.4
2018-08-27,1288.0,15.687999999999999,68.87,2299.3,7559.13,63.85,6897.6
2018-08-28,1286.4,15.626,68.53,2303.12,7570.25,62.37,7074.6
2018-08-29,1283.3,15.545,69.51,2309.03,7660.18,61.0,7029.1
2018-08-30,1276.1,15.329,70.25,2307.35,7642.67,60.63,6993.7
2018-08-31,1277.7,15.290999999999999,69.8,2322.88,7654.55,60.33,7033.8
2018-09-02,1204.9,14.56,69.92,0.0,0.0,0.0,7293.9
2018-09-03,1206.3,14.52,70.12,2307.03,0.0,0.0,7264.2
2018-09-04,1270.2,14.9,69.87,2315.72,7622.32,57.79,7377.5
2018-09-05,1272.6,14.932,68.72,2291.77,7523.26,56.15,6706.8
2018-09-06,1275.7,14.887,67.77,2287.61,7453.17,56.19,6514.0
2018-09-07,1272.1,14.883,67.75,2281.58,7430.26,52.65,6390.9
2018-09-10,1271.6,14.902999999999999,67.54,2288.66,7447.68,57.1,6321.0
2018-09-11,1274.4,14.88,69.25,2283.2,7507.87,55.89,6293.9
2018-09-12,1283.9,15.024000000000001,70.37,2282.92,7488.06,58.11,6338.0
2018-09-13,1281.0,14.982999999999999,68.59,2286.23,7561.69,57.89,6482.9
2018-09-14,1273.8,14.876,68.99,2318.25,7545.5,59.04,6483.7
2018-09-17,1278.4,14.959000000000001,68.91,2303.01,7434.73,58.97,6251.9
2018-09-18,1275.7,14.918,69.85,2308.98,7494.4,56.99,6342.0
2018-09-19,1281.5,15.005,71.12,2308.46,7490.32,59.8,6390.4
2018-09-20,1284.4,15.03,70.8,2323.45,7569.03,59.67,6489.2
2018-09-21,1274.3,15.084000000000001,70.78,2339.17,7531.07,59.82,6766.7
2018-09-24,1277.4,15.065,72.08,0.0,7548.75,59.94,6584.1
2018-09-25,1278.2,15.224,72.28,0.0,7563.19,60.2,6445.1
2018-09-26,1271.8,15.132,71.57,0.0,7563.09,61.92,6468.1
2018-09-27,1259.8,15.02,72.12,2355.43,7629.57,61.5,6689.2
2018-09-28,1268.7,15.448,73.25,2343.07,7627.65,52.95,6636.0
2018-10-01,1264.4,15.248,75.3,2338.88,7645.45,62.14,6608.2
2018-10-02,1280.7,15.436,75.23,2309.57,7628.28,60.2,6549.9
2018-10-03,1276.7,15.415999999999999,76.41,0.0,7637.43,58.96,6507.8
2018-10-04,1275.5,15.342,74.33,2274.49,7490.0,56.37,6584.2
2018-10-05,1280.2,15.415,74.34,2267.52,7399.01,52.39,6639.1
2018-10-08,1262.9,15.088,74.29,2253.83,7352.82,50.11,6669.6
2018-10-09,1265.8,15.165,74.96,0.0,7371.61,52.56,6650.8
2018-10-10,1267.7,15.099,73.17,2228.61,7044.5,51.38,6618.0
2018-10-11,1302.3,15.395,70.97,2129.67,6964.03,50.45,6239.1
2018-10-12,1296.3,15.414000000000001,71.34,2161.85,7157.21,51.76,6291.3
2018-10-15,1305.4,15.509,71.78,2145.12,7068.67,51.92,6699.8
2018-10-16,1305.8,15.481,71.92,2145.12,7276.43,55.32,6705.3
2018-10-17,1301.9,15.447000000000001,69.75,2167.51,7278.63,54.36,6686.6
2018-10-18,1305.1,15.385,68.65,2148.31,7116.09,52.78,6574.1
2018-10-19,1303.8,15.436,69.12,2156.26,7107.23,52.0,6512.0
2018-10-22,1299.8,15.373,69.17,2161.71,7141.21,52.19,6555.8
2018-10-23,1312.0,15.585999999999999,66.43,2106.1,7118.67,58.83,6528.7
2018-10-24,1305.5,15.464,66.82,2097.58,6789.15,57.7,6530.7
2018-10-25,1306.7,15.419,67.33,2063.3,7016.39,62.97,6507.0
2018-10-26,1309.7,15.488,67.59,2027.15,6852.4,66.18,6510.0
2018-10-29,1301.1,15.232999999999999,67.04,1996.05,6713.9,66.97,6335.0
2018-10-30,1298.9,15.25,66.18,2014.69,6810.12,65.98,6325.7
2018-10-31,1288.2,15.072000000000001,65.31,2029.69,6967.1,67.46,6365.9
2018-11-01,1312.2,15.575999999999999,63.69,2024.46,7069.17,68.86,6400.5
2018-11-02,1307.3,15.558,63.14,2096.0,6965.29,69.28,6424.7
2018-11-05,1306.4,15.452,63.1,2076.92,6937.09,68.28,6459.7
2018-11-06,1300.4,15.31,62.21,2089.62,6988.85,68.21,6502.8
2018-11-07,1302.8,15.388,61.67,2078.69,7203.13,69.63,6565.3
2018-11-08,1299.3,15.245,60.67,2092.63,7158.59,70.28,6474.0
2018-11-09,1282.2,14.965,60.19,2086.09,7039.15,70.1,6412.0
2018-11-12,1276.8,14.84,59.93,2080.44,6829.1,66.26,6435.0
2018-11-13,1274.7,14.806,55.69,2071.23,6830.91,67.75,6429.2
2018-11-14,1283.2,14.909,56.25,2068.05,6769.87,68.8,5842.4
2018-11-15,1287.6,15.099,56.46,2088.06,6890.45,69.69,5718.9
2018-11-16,1294.9,15.219000000000001,56.46,2092.4,6867.02,70.86,5636.2
2018-11-19,1297.5,15.235999999999999,56.76,2100.56,6642.92,70.69,4883.8
2018-11-20,1293.4,15.094000000000001,53.43,2082.58,6526.96,69.5,4524.6
2018-11-21,1300.8,15.335999999999999,54.63,2076.55,6575.66,67.64,4638.7
2018-11-22,1228.0,14.47,54.02,2069.95,0.0,0.0,4356.0
2018-11-23,1296.1,15.08,50.42,2057.48,6527.35,65.17,4398.0
2018-11-26,1295.8,15.057,51.63,2083.02,6678.34,69.2,3837.0
2018-11-27,1286.5,14.927999999999999,51.56,2099.42,6701.04,68.78,3866.5
2018-11-28,1296.4,15.162,50.29,2108.22,6913.33,69.57,4265.4
2018-11-29,1297.0,15.107000000000001,51.45,2114.1,6892.4,68.23,4296.5
2018-11-30,1292.7,14.919,50.93,2096.86,6949.01,70.1,4039.7
2018-12-03,1306.4,15.206,52.95,2131.93,7062.13,71.7,3897.8
2018-12-04,1313.6,15.342,53.25,2114.35,6795.21,71.94,3958.5
2018-12-05,1309.6,15.285,52.89,2101.31,0.0,0.0,3771.6
2018-12-06,1310.2,15.207,51.49,2068.69,6838.85,72.61,3508.6
2018-12-07,1319.5,15.388,52.61,2075.76,6613.27,71.59,3422.2
2018-12-10,1314.8,15.292,51.0,2053.79,6682.74,73.03,3460.5
2018-12-11,1312.9,15.315,51.65,2052.97,6704.24,73.35,3407.7
2018-12-12,1315.8,15.534,51.15,2082.57,6763.96,73.32,3466.1
2018-12-13,1313.2,15.535,52.58,2095.55,6767.97,75.36,3315.3
2018-12-14,1307.0,15.314,51.2,2069.38,6594.96,73.14,3247.8
2018-12-17,1317.4,15.437000000000001,49.88,2071.09,6448.39,69.68,3526.1
2018-12-18,1318.5,15.38,46.24,2062.11,6491.52,67.41,3668.0
2018-12-19,1321.3,15.497,47.2,2078.84,6342.97,66.59,3687.1
2018-12-20,1333.1,15.548,45.88,2060.12,6243.19,63.08,4076.0
2018-12-21,1323.1,15.379000000000001,45.59,2061.49,6046.56,63.95,3850.9
2018-12-24,1337.0,15.493,42.53,2055.01,5899.35,59.08,4026.1
2018-12-25,1270.75,14.812000000000001,43.16,0.0,0.0,0.0,3762.5
2018-12-26,1338.3,15.802999999999999,46.22,2028.01,6262.77,65.22,3793.7
2018-12-27,1346.5,15.985999999999999,44.61,2028.44,6288.3,63.23,3586.9
2018-12-28,1348.3,16.109,45.33,2041.04,6285.27,66.77,3861.6
2018-12-31,1347.1,16.212,45.41,0.0,6329.97,66.56,3709.4
2019-01-01,1283.35,15.523,45.89,0.0,0.0,0.0,3809.4
2019-01-02,1349.5,16.324,46.54,2010.0,6360.87,62.02,3873.8
2019-01-03,1359.8,16.476,47.09,1993.7,6147.13,60.07,3780.1
2019-01-04,1351.0,16.464000000000002,47.96,2010.25,6422.67,63.54,3802.7
2019-01-07,1355.2,16.433,48.52,2037.1,6488.25,66.99,3985.9
2019-01-08,1351.1,16.399,49.78,2025.27,6551.85,67.07,3971.0
2019-01-09,1357.3,16.422,52.36,2064.71,6600.69,67.71,3978.0
2019-01-10,1353.0,16.334,52.59,2063.28,6620.94,68.99,3603.7
2019-01-11,1355.4,16.346,51.59,2075.57,6601.4,69.45,3616.5
2019-01-14,1357.2,16.38,50.51,2064.52,6541.04,66.88,3638.1
2019-01-15,1353.7,16.312,52.11,2097.18,6669.64,68.89,3571.3
2019-01-16,1359.3,16.331,52.31,2106.1,6668.56,69.21,3588.0
2019-01-17,1357.9,16.230999999999998,52.07,2107.06,6718.45,69.46,3626.4
2019-01-18,1348.1,16.090999999999998,53.8,2124.28,6784.61,60.45,3605.6
2019-01-20,1282.05,15.363,53.65,0.0,0.0,0.0,3542.3
2019-01-21,1279.05,15.283,54.24,2124.61,0.0,0.0,3536.7
2019-01-22,1348.4,16.012,52.57,2117.77,6646.81,59.78,3580.1
2019-01-23,1349.3,16.072,52.62,2127.78,6658.76,57.52,3561.5
2019-01-24,1344.9,15.991,53.13,2145.03,6702.55,58.3,3574.3
2019-01-25,1364.0,16.396,53.69,2177.73,6787.37,59.41,3572.0
2019-01-28,1369.8,16.464000000000002,51.99,2177.3,6697.09,59.28,3442.8
2019-01-29,1375.6,16.546,53.31,2183.36,6632.79,59.49,3414.8
2019-01-30,1375.9,16.634,54.23,2206.2,6807.91,61.75,3460.0
2019-01-31,1384.0,16.779,53.79,2204.85,6906.84,61.4,3437.2
2019-02-01,1381.1,16.64,55.26,2203.46,6875.52,62.44,3467.9
2019-02-04,1378.3,16.6,54.56,0.0,6959.96,62.58,3462.8
2019-02-05,1378.6,16.55,53.66,0.0,7023.52,64.27,3468.4
2019-02-06,1373.8,16.415,54.01,0.0,6997.62,63.44,3404.3
2019-02-07,1373.6,16.43,52.64,2203.42,6904.98,61.5,3397.7
2019-02-08,1377.8,16.529,52.72,2177.05,6913.13,61.16,3661.7
2019-02-11,1371.2,16.409000000000002,52.41,2180.73,6909.19,62.57,3631.8
